DATE,mac_dl_cqi,mac_dl_mcs,mac_dl_ok,mac_dl_nok,mac_dl_brate,ue_ident
2022-01-01 00:00:00.305,6,9,48,3,4133511,82
2022-01-01 00:00:00.306,6,6,32,3,2096177,82
2022-01-01 00:00:00.307,8,6,1,0,6666,82
2022-01-01 00:00:00.308,8,10,5,0,413955,82
2022-01-01 00:00:00.309,7,8,7,1,332622,82
2022-01-01 00:00:00.310,8,6,1,0,6666,82
2022-01-01 00:00:00.311,8,10,8,1,505422,82
2022-01-01 00:00:00.312,8,11,3,2,159022,82
2022-01-01 00:00:00.313,8,10,11,2,834488,82
2022-01-01 00:00:00.314,8,7,4,1,149511,82
2022-01-01 00:00:00.315,7,14,9,0,1283288,82
2022-01-01 00:00:00.316,7,12,39,3,4635644,82
2022-01-01 00:00:00.317,7,7,23,4,1606311,82
2022-01-01 00:00:00.318,8,12,1,0,6488,82
2022-01-01 00:00:00.319,8,13,3,1,254044,82
2022-01-01 00:00:00.320,8,11,4,1,245244,82
2022-01-01 00:00:00.321,7,11,4,0,191111,82
2022-01-01 00:00:00.322,8,10,10,2,761600,82
2022-01-01 00:00:00.323,8,10,6,0,253333,82
2022-01-01 00:00:00.324,8,14,10,0,1292000,82
2022-01-01 00:00:00.325,8,13,37,2,5350044,82
2022-01-01 00:00:00.326,7,8,10,0,890666,82
2022-01-01 00:00:00.327,8,6,1,0,6666,82
2022-01-01 00:00:00.328,8,11,5,0,410577,82
2022-01-01 00:00:00.329,7,8,8,1,272711,82
2022-01-01 00:00:00.330,8,12,3,1,254044,82
2022-01-01 00:00:00.331,8,8,8,0,472355,82
2022-01-01 00:00:00.332,8,11,4,0,164622,82
2022-01-01 00:00:00.333,8,11,12,0,1281777,82
2022-01-01 00:00:00.334,7,12,42,3,5364266,82
2022-01-01 00:00:00.335,8,9,16,1,943822,82
2022-01-01 00:00:00.336,8,6,1,0,6666,82
2022-01-01 00:00:00.337,8,12,6,2,479466,82
2022-01-01 00:00:00.338,8,9,4,2,193600,82
2022-01-01 00:00:00.339,8,11,12,1,871644,82
2022-01-01 00:00:00.340,7,10,6,0,397866,82
2022-01-01 00:00:00.341,8,8,10,0,904888,82
2022-01-01 00:00:00.342,7,11,47,2,4670133,82
2022-01-01 00:00:00.343,7,9,19,2,1548177,82
2022-01-01 00:00:00.344,7,6,1,0,6666,82
2022-01-01 00:00:00.345,7,11,4,0,413511,82
2022-01-01 00:00:00.346,7,8,7,1,333600,82
2022-01-01 00:00:00.347,7,6,1,0,6666,82
2022-01-01 00:00:00.348,7,7,1,0,20000,82
2022-01-01 00:00:00.349,8,11,5,0,338222,82
2022-01-01 00:00:00.350,8,11,30,4,2986666,82
2022-01-01 00:00:00.351,5,6,50,4,3075377,82
